Country,City,Line,Phase,Start_year,End_year,RR,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform_length_meters,Source1,Cost,Currency,Year,PPP_rate,Real_cost,Cost_km_millions,Anglo,Inflation_index,Real_cost_2023_dollars,Cost_km_2023_dollars,Source2,Reference1,Reference2,Reference3,Comments
GR,Thessaloniki,Kalamaria Extension,Kalamaria Extension,2013,2021,0,4.8,100,4.8,0,0,5,NaN,Plan,567,EUR,2017,1.3,737.1,153.5625,0,1.243072781,916.2689466,190.8893639,Plan,https://www.ametro.gr/wp-content/uploads/2018/08/AM_Xrimatooikonomikes_katastaseis_2017.pdf,NaN,NaN,NaN
KR,Busan,Line 1,Line 1 extension,2009,2017,0,8,100,8,0,0,6,NaN,Trade,959000,KRW,2013,0.00115,1102.85,137.85625,0,1.307975292,1442.50055,180.3125688,Trade,https://www.railwaygazette.com/asia/busan-metro-line-1-extends/44436.article,NaN,NaN,TunnelPer: Underground % is based on looking at satellite images and Wikipedia claiming all new stations are underground.
KR,Seoul,Gimpo Urban Railway,Gimpo Urban Railway,2014,2019,0,23.7,100,23.7,0,0,10,NaN,Trade,1655300,KRW,2016,0.00116,1920.148,81.01890295,0,1.269554638,2437.732799,102.857924,Media,http://www.kyeonggi.com/news/articleView.html?idxno=564944,NaN,NaN,Cost: See also https://www.railwaygazette.com/projects-and-planning/driverless-metro-to-gimpo-airport-inaugurated/54726.article
KR,Seoul,Line 7,Line 7 extension,2014,2021,0,3.9,100,3.9,0,0,2,NaN,Wiki,432100,KRW,2017,0.0011,475.31,121.874359,0,1.243072781,590.8449234,151.4986983,Media,https://www.hankyung.com/society/article/2013061797248,NaN,NaN,NaN
KR,Seoul,2020s program,2020s program,2020,2028,0,71,100,71,0,0,53,NaN,Media,7230200,KRW,2024,0.0011,7953.22,112.0171831,0,1,7953.22,112.0171831,Media,http://news1.kr/articles/?3552208,NaN,NaN,NaN
SG,Singapore,Circle Line,Circle Line Stage 6,2017,2025,0,4,100,4,0,0,3,NaN,Media,4850,SGD,2021,1.13,5480.5,1370.125,1,1.124486105,6162.746101,1540.686525,Media,https://www.straitstimes.com/singapore/transport/last-stage-of-circle-line-to-cost-a-lot-more-than-first-5-stages,NaN,NaN,NaN
FR,Paris,Line 12,Line 12 to Aubervilliers,2012,2021,0,1.7,100,1.7,0,0,2,NaN,Plan,175.1,EUR,2006,1.25,218.875,128.75,0,1.511418651,330.8117572,194.5951513,Plan,https://www.prolongement-metro12.fr/faq-metro-m12/,NaN,NaN,NaN
FR,Paris,Line 1,Line 1 extension,2021,2030,0,4.9,100,4.9,0,0,3,NaN,Plan,1385,EUR,2017,1.3,1800.5,367.4489796,0,1.243072781,2238.152542,456.7658248,Media,"https://94.citoyens.com/2020/le-prolongement-du-metro-1-a-val-de-fontenay-en-enquete-publique-fin-2021,10-12-2020.html",NaN,NaN,Length: See also https://www.ratp.fr/en/groupe-ratp/metrotrains/m1-extension-val-de-fontenay
UK,London,Jubilee line,Jubilee line extension,1993,1999,0,16,80,12.8,0,0,11,NaN,Wiki,3500,GBP,1996,1.4,4900,306.25,1,1.942014022,9515.868706,594.7417941,Media,http://news.bbc.co.uk/2/hi/uk_news/529006.stm,NaN,NaN,NaN
CL,Santiago,Line 7,Line 7,2021,2026,0,24.8,100,24.8,0,0,21,NaN,Plan,2900,USD,2022,1.7,4930,198.7903226,0,1.041164511,5132.94104,206.973429,Trade,https://www.railwaygazette.com/projects-and-planning/santiago-tenders-line-7-construction/56621.article,NaN,NaN,NaN
CL,Santiago,Project 63,Project 63,2013,2019,0,37,100,37,0,0,28,NaN,Plan,3000,USD,2016,1.7,5100,137.8378378,0,1.269554638,6474.728654,174.9926663,Plan,https://www.metro.cl/files/documentos/metro-investor-201709.pdf,NaN,NaN,Cost: See also https://revistavial.com/linea-3-del-metro-de-santiago/
BR,Sao Paulo,Line 5,Line 5 extension,2010,2019,0,12,100,12,0,0,11,NaN,Wiki,6900,BRL,2014,0.55,3795,316.25,0,1.287096175,4884.529983,407.0441652,Trade,https://www.bnamericas.com/en/news/brazil-metro-cost-overruns-top-us9bn1,NaN,NaN,"Cost: See also https://www.bnamericas.com/en/news/brazil-metro-cost-overruns-top-us9bn1
	
----
See also https://projects.worldbank.org/en/projects-operations/project-detail/P116170?lang=en, which is very close in exchange-rate dollars."
BR,Salvador,Lines 1-2,Lines 1-2,2000,2017,0,33,4,1.4,10.935,20.745,20,NaN,Wiki,4800,BRL,2012,0.62,2976,90.18181818,0,1.327133984,3949.550737,119.6833557,Media,http://patrocinados.estadao.com.br/ccr/salvadors-subway-becomes-a-model-of-success/,NaN,NaN,Year: Weighted toward the end because most actual construction happened starting 2013.
PA,Panama City,Line 1,Line 1,2010,2014,0,13.7,53,7.3,4.69,1.749,12,NaN,Wiki,2009,USD,2012,1.74,3495.66,255.1576642,0,1.327133984,4639.209184,338.6284076,Media,http://elsiglo.com.pa/panama/justifican-costo-linea-1-metro/23828270,NaN,NaN,"Cost: The official site says 1,880 from the year before opening: https://www.elmetrodepanama.com/los-costos-de-la-construccion-de-la-primera-etapa-de-la-linea-1-del-metro-se-mantienen-en-el-monto-original-de-1-880-millones/; this source says 2,139: https://www.laestrella.com.pa/nacional/150405/ano-linea-metro"
PA,Panama City,Line 2,Line 2,2015,2019,0,21,0,0,21,0,16,NaN,Trade,2130,USD,2017,2.01,4281.3,203.8714286,0,1.243072781,5321.967496,253.4270236,Trade,https://www.railjournal.com/regions/central-south-america/panama-city-metro-line-2-inaugurated/,NaN,NaN,NaN
PA,Panama City,Line 3,Line 3,2020,2024,0,26.7,0,0,0,0,14,NaN,Trade,2507,USD,2020,2.08,5214.56,195.3018727,0,1.17731472,6139.178246,229.9317695,Trade,https://www.railwaypro.com/wp/south-korean-consortium-to-build-panama-metro-line-3/,NaN,NaN,"End year: Based on a 54-month deadline starting from the end of 2019., Length: See https://www.railwaygazette.com/projects-and-planning/metro-de-panama-awards-line-3-contract/55710.article; some other sources say 25., Cost: https://www.railjournal.com/passenger/metros/panama-metro-line-3-contract-finally-awarded/ says 2,057 million but is probably a typo given what other sources say."
PH,Manila,Line 9,Line 9,2019,2025,0,28.3,100,28.3,0,0,13,NaN,Media,356960,PHP,2022,0.055,19632.8,693.7385159,0,1.041164511,20440.97461,722.2959227,Media,https://rappler.com/business/construction-metro-manila-subway-begins-february-2019,NaN,NaN,"Length: This source says 35 km: https://business.inquirer.net/281164/p393-b-metro-manila-subway-is-project-of-the-century-for-ph, Cost: This source says 227,000: https://gineersnow.com/industries/train/the-metro-manila-subway-project-details"
PH,Manila,Line 7,Line 7,2015,2021,0,22.8,15,3.4,0,0,14,NaN,Measured,69300,PHP,2018,0.055,3811.5,167.1710526,0,1.21343491,4625.00716,202.8511912,Trade,https://www.railwaygazette.com/news/single-view/view/manila-metro-line-7-breaks-ground.html,NaN,NaN,Cost: 63 billion and 9 stations per https://www.philstar.com/business/2020/01/17/1985356/mrt-7-construction-halfway-complete
PH,Manila,Line 5,Line 5,2019,2025,0,11,100,11,0,0,10,NaN,Media,2500,USD,2022,2.66,6650,604.5454545,0,1.041164511,6923.743999,629.4312726,Media,https://news.abs-cbn.com/business/multimedia/infographic/07/27/18/the-makati-subway,NaN,NaN,"Cost: https://news.abs-cbn.com/business/multimedia/infographic/07/27/18/the-makati-subway says 197 billion PHP and $3.7 billion, and a number of other media sources mention $3.7 billion as the cost, but the more recent source mentions an underrun to $2.5 billion."
PH,Manila,Line 4,Line 4,2021,2025,0,15.6,0,0,0,0,11,NaN,Wiki,59300,PHP,2023,0.055,3261.5,209.0705128,0,1,3261.5,209.0705128,Media,https://newsinfo.inquirer.net/1211139/mrt-4-project-targeted-for-completion-in-2025,NaN,NaN,NaN
AT,Vienna,Line 2,Line 2 extension,2010,2013,0,4.2,0,0,2.63,1.57,3,NaN,Media,320,EUR,2012,1.3,416,99.04761905,0,1.327133984,552.0877375,131.4494613,Media,https://wien.orf.at/news/stories/2607445/,NaN,NaN,NaN
AT,Vienna,Line 1,Line 1 extension,2012,2017,0,4.7,57,2.7,0.06,2.008,5,NaN,Measured,600,EUR,2015,1.3,780,165.9574468,0,1.285570233,1002.744782,213.3499536,Plan,https://www.wien.gv.at/stadtentwicklung/projekte/verkehrsplanung/u-bahn/u1-oberlaa.html,NaN,NaN,NaN
AT,Vienna,U2/U5 cross,U2/U5 cross,2019,2029,0,9,100,9,0,0,11,NaN,Plan,2200,EUR,2023,1.3,2860,317.7777778,0,1,2860,317.7777778,Media,https://wien.orf.at/news/stories/2940360/,NaN,NaN,Cost: Based on projected cost plus a 200 million euro overrun on the U2 portion: https://www.derstandard.at/story/2000109597553/wiener-u-bahn-ausbau-duerfte-teurer-als-geplant-werden
IN,Kochi,Metro,Metro,2013,2017,0,13,0,0,0,0,11,NaN,Plan,51810,INR,2015,0.052,2694.12,207.24,0,1.285570233,3463.480477,266.4215752,Plan,https://kochimetro.org/everything-you-need-to-know-about-the-kochi-metro/,NaN,NaN,NaN
IN,Delhi,Phase 3,Phase 3,2012,2020,0,160.6,33,53,0,0,109,NaN,Wiki,410790,INR,2016,0.05,20539.5,127.892279,0,1.269554638,26076.01749,162.3662359,Plan,http://www.delhimetrorail.com/funding.aspx,NaN,NaN,NaN
IN,Delhi,Phase 4,Phase 4 first half,2019,2025,0,61.7,36,22.3,0,0,46,NaN,Media,249486.5,INR,2022,0.047,11725.8655,190.0464425,0,1.041164511,12208.55502,197.8696114,Media,https://housing.com/news/delhi-metro-phase-iv-finally-approved-government/,NaN,NaN,"Stations: https://themetrorailguy.com/delhi-metro-phase-4-information-map/ says 45 stations., Cost: See also https://economictimes.indiatimes.com/news/politics-and-nation/operational-loss-in-delhi-metro-phase-iv-project-to-be-borne-by-delhi-govt-sc/articleshow/71008680.cms"
IN,Delhi,Phase 4,Phase 4 second half,2019,2025,0,42.3,35,14.7,0,0,43,NaN,Media,215363.5,INR,2022,0.047,10122.0845,239.2927778,0,1.041164511,10538.75516,249.143148,Media,https://economictimes.indiatimes.com/news/politics-and-nation/operational-loss-in-delhi-metro-phase-iv-project-to-be-borne-by-delhi-govt-sc/articleshow/71008680.cms,NaN,NaN,"Stations: Source has much higher total length than others: https://themetrorailguy.com/delhi-metro-phase-4-information-map/, Cost: Obtained by subtraction from the first half (""priority corridors"")."
IR,Tehran,Line 3,Line 3 extension to SW,2012,2014,0,12,100,12,0,0,11,NaN,Trade,20000000,IRR,2013,0.00012,2400,200,0,1.307975292,3139.1407,261.5950583,Trade,https://www.railjournal.com/passenger/metros/tehran-opens-metro-line-3-extension/,NaN,NaN,"Stations: Source says 10, but there are 11 stations listed on Wikipedia."
IR,Tehran,Line 6,Line 6,NaN,2020,0,31,100,31,0,0,29,NaN,Media,90000000,IRR,2017,6.40E-05,5760,185.8064516,0,1.243072781,7160.099217,230.9709425,Media,https://financialtribune.com/articles/auto/78612/tehran-municipality-struggling-with-subway-development-costs,NaN,NaN,Cost: 65 trillion initial plus 18 trillion cost overrun and another 7 in https://financialtribune.com/articles/people/98165/tehran-subway-expansion-to-require-over-470-million.
IR,Tehran,Line 7,Line 7,NaN,2019,0,27,100,27,0,0,25,NaN,Media,90000000,IRR,2017,6.40E-05,5760,213.3333333,0,1.243072781,7160.099217,265.1888599,Media,https://financialtribune.com/articles/auto/78612/tehran-municipality-struggling-with-subway-development-costs,NaN,NaN,Cost: With 30 trillion rial overrun per https://financialtribune.com/articles/people/98165/tehran-subway-expansion-to-require-over-470-million.
ES,Madrid,1995-98 program,1995-98 program,1995,1998,0,56,68,38,0,0,37,NaN,Trade,1579,EUR,1997,1.25,1973.75,35.24553571,0,1.898454829,3747.075218,66.91205747,Trade,https://tunnelbuilder.com/metrosur/edition2pdf/page2.pdf,NaN,NaN,Cost: Including rolling stock.
ES,Madrid,1999-2003 program,1999-2003 program,1999,2003,0,75,77,58,0,0,39,NaN,Trade,3157,EUR,2001,1.25,3946.25,52.61666667,0,1.720508187,6789.555435,90.5274058,Trade,https://tunnelbuilder.com/metrosur/edition2pdf/page2.pdf,NaN,NaN,Cost: Including rolling stock.
PT,Lisbon,Circular line,Circular line,2021,2023,0,2,100,2,0,0,2,NaN,Media,216,EUR,2021,1.3,280.8,140.4,0,1.124486105,315.7556984,157.8778492,Trade,https://www.railjournal.com/passenger/metros/european-commission-approves-e83m-for-lisbon-metro-expansion/,NaN,NaN,"Cost: Most sources state this is the infrastructure investment cost, e.g. https://www.railwaypro.com/wp/contract-awarded-for-lisbon-metro-expansion/, https://www.metrolisboa.pt/institucional/informar/investimentos-e-projetos-na-rede/, but https://www.railwaypro.com/wp/eu-funding-for-lisbon-metro-extension/ claims this includes equipment."
PT,Porto,"Pink line, yellow line","Pink line, yellow line",2019,2023,0,6,47,2.8,0,0,7,NaN,Media,308,EUR,2021,1.3,400.4,66.73333333,0,1.124486105,450.2442366,75.04070611,Media,https://www.themayor.eu/en/massive-lisbon-metro-expansion-scheduled-for-2020,NaN,NaN,NaN
ES,Madrid,Eje Transversal,Eje Transversal,2020,2028,1,10.5,100,10.5,0,0,4,NaN,Measured,760,EUR,2024,1.3,988,94.0952381,0,1,988,94.0952381,Plan,https://www.esmadrid.com/sites/default/files/plan_integral_cercanias_madrid_2018_2025.pdf,NaN,NaN,NaN
ES,Madrid,Line 2,Line 2 extension,2008,2011,0,4.6,100,4.6,0,0,4,NaN,Trade,315,EUR,2010,1.3,409.5,89.02173913,0,1.397356642,572.217545,124.3951185,Trade,https://www.metro-report.com/news/metro/single-view/view/madrid-metro-line-2-extended-to-las-rosas.html?sword_list[]=madrid&no_cache=1,NaN,NaN,NaN
ES,Madrid,Line 9,Line 9 extension,2009,2015,0,3,100,3,0,0,2,NaN,Plan,191,EUR,2012,1.3,248.3,82.76666667,0,1.327133984,329.5273683,109.8424561,Plan,https://web.archive.org/web/20150328212257/https://www.metromadrid.es/en/comunicacion/prensa/2015/March/noticia09.html,NaN,NaN,NaN
EC,Quito,Metro,Metro,2012,2019,0,22.9,100,22.9,0,0,15,NaN,Wiki,2010,USD,2016,1.9,3819,166.768559,0,1.269554638,4848.429162,211.7217975,Plan,http://documents.worldbank.org/curated/en/872611529897472449/pdf/Ecuador-PP-06052018.pdf,NaN,NaN,"Cost: https://www.eluniverso.com/noticias/2019/01/30/nota/7164113/extension-metro-quito-demandara-hasta-400-millones says 2,009."
ES,Madrid,Chamartin-Atocha tunnel,Chamartin-Atocha tunnel,2003,2008,1,7.5,100,7.5,0,0,3,NaN,Wiki,550,EUR,2006,1.25,687.5,91.66666667,0,1.511418651,1039.100322,138.5467097,Media,https://elpais.com/elpais/2008/07/09/actualidad/1215591420_850215.html,NaN,NaN,NaN
FR,Paris,Line 14,Line 14,1993,2007,0,9.2,100,9.2,0,0,9,NaN,Wiki,1211.2,EUR,2004,1.25,1514,164.5652174,0,1.613033351,2442.132493,265.4491841,Trade,http://www.omegacentre.bartlett.ucl.ac.uk/wp-content/uploads/2014/12/FRANCE_METEOR_PROFILE.pdf,NaN,NaN,NaN
CA,Toronto,Sheppard,Sheppard,1994,2002,0,5.5,100,5.5,0,0,5,NaN,Media,1000,CAD,1998,0.81,810,147.2727273,1,1.869337423,1514.163313,275.3024205,Media,https://www.theglobeandmail.com/news/toronto/sheppard-subway-extension-a-quarter-the-stops-for-three-times-the-cost/article622366/,NaN,NaN,NaN
CA,Montreal,Laval extension,Laval extension,2001,2007,0,5.2,100,5.2,0,0,3,NaN,Wiki,745,CAD,2004,0.81,603.45,116.0480769,1,1.613033351,973.3849756,187.1894184,Media,https://montrealgazette.com/news/local-news/the-sleepy-success-story-of-the-laval-metro-extension,NaN,NaN,NaN
DE,Karlsruhe,Kombilösung,Kombilösung,2010,2021,1,4.8,100,4.8,0,0,6,NaN,Plan,1457.3,EUR,2016,1.3,1894.49,394.6854167,0,1.269554638,2405.158566,501.0747013,Plan,https://www.diekombiloesung.de/haeufige-fragen.html,NaN,NaN,"Length: 3.4 km rail tunnel, 1.4 km road tunnel., Cost: Source gives a range of 1,427.3-1,487.3."
DE,Dusseldorf,Wehrhahn Line,Wehrhahn Line,2007,2016,0,3.4,100,3.4,0,0,6,NaN,Wiki,929,EUR,2012,1.3,1207.7,355.2058824,0,1.327133984,1602.779713,471.4057979,Media,https://www.wz.de/nrw/duesseldorf/wehrhahn-linie-wird-noch-viel-teurer_aid-25646289,NaN,NaN,NaN
US,New York,Line 7,7 extension,2007,2014,0,1.6,100,1.6,0,0,1,NaN,Measured,2400,USD,2010,1,2400,1500,1,1.397356642,3353.655942,2096.034963,Plan,http://web.mta.info/nyct/service/new7LineExtension_to11Avenue.htm,NaN,NaN,"Cost: Many sources say $2.1 billion, which is ex ante, see e.g. mention of the cost overrun at https://observer.com/2013/12/whats-missing-from-the-no-7-line-extension/."
US,New York,Second Avenue,Second Avenue Phase 1,2007,2016,0,2.7,100,2.7,0,0,3,187,Measured,4601,USD,2011,1,4601,1704.074074,1,1.354598358,6232.507044,2308.335942,Media,http://web.mta.info/capitaldashboard/CPDMega.html,NaN,NaN,NaN
US,New York,Second Avenue,Second Avenue Phase 2,2019,2029,0,2.6,100,2.6,0,0,3,187,Measured,6949,USD,2024,1,6949,2672.692308,1,1,6949,2672.692308,Trade,https://www.transit.dot.gov/sites/fta.dot.gov/files/2023-03/NY-New-York-Second-Avenue-Subway-Phase-2-NSE-Profile-FY24.pdf,NaN,NaN,NaN
